Word,Frequency,Total Impressions,Total Clicks,Total ff_purchases,Total Cost,Total ff_leads,Total ff_BRSubmit,Total ff_DMSubmit,Total ff_PhoneGet,Total Cost Per Click,Total Cost Per ff_purchases,Total ff_purchases_lead Rate,Total ff_purchases Rate,Total ff_leads_BRSubmit_rate,Total Click Thru Rate
뉴저지,1,4,1,0.0,0.72,0.0,0.0,0.0,0.0,0.72,0,0,0.0,0,0.25
부천,1,1,1,0.0,3.12,0.0,0.0,0.0,0.0,3.12,0,0,0.0,0,1.0
임대,2,2,2,0.0,4.470000000000001,0.0,0.0,0.0,0.0,2.24,0,0,0.0,0,1.0
비앤비,2,7,3,0.0,2.26,0.0,0.0,0.0,0.0,0.75,0,0,0.0,0,0.43
에어,2,7,3,0.0,2.26,0.0,0.0,0.0,0.0,0.75,0,0,0.0,0,0.43
창업,1,4,1,0.0,0.37,0.0,0.0,0.0,0.0,0.37,0,0,0.0,0,0.25
오피스텔,1,1,1,0.0,1.35,0.0,0.0,0.0,0.0,1.35,0,0,0.0,0,1.0
夏威夷,1,3,1,0.0,1.28,0.0,0.0,0.0,0.0,1.28,0,0,0.0,0,0.33
休斯顿,1,15,10,0.0,16.9,0.0,0.0,0.0,0.0,1.69,0,0,0.0,0,0.67
التعاون,1,1,1,0.0,1.44,0.0,0.0,0.0,0.0,1.44,0,0,0.0,0,1.0
上海,1,1,1,0.0,1.32,0.0,0.0,0.0,0.0,1.32,0,0,0.0,0,1.0
شهريا,1,2,1,0.0,1.45,0.0,0.0,0.0,0.0,1.45,0,0,0.0,0,0.5
المهندسين,1,3,1,0.0,1.43,0.0,0.0,0.0,0.0,1.43,0,0,0.0,0,0.33
شهر,1,53,13,0.0,24.11,0.0,0.0,0.0,0.0,1.85,0,0,0.0,0,0.25
لمدة,1,53,13,0.0,24.11,0.0,0.0,0.0,0.0,1.85,0,0,0.0,0,0.25
جدة,1,6,1,0.0,1.01,0.0,0.0,0.0,0.0,1.01,0,0,0.0,0,0.17
الجرف,1,2,1,0.0,0.99,0.0,0.0,0.0,0.0,0.99,0,0,0.0,0,0.5
كوالالمبور,1,1,1,0.0,1.03,0.0,0.0,0.0,0.0,1.03,0,0,0.0,0,1.0
شيراتون,1,1,1,0.0,0.99,0.0,0.0,0.0,0.0,0.99,0,0,0.0,0,1.0
مساكن,1,1,1,0.0,0.99,0.0,0.0,0.0,0.0,0.99,0,0,0.0,0,1.0
المكرمة,1,1,1,0.0,7.44,0.0,0.0,0.0,0.0,7.44,0,0,0.0,0,1.0
الشارقه,1,1,1,0.0,1.01,0.0,0.0,0.0,0.0,1.01,0,0,0.0,0,1.0
مفروشه,5,9,6,0.0,5.32,0.0,0.0,0.0,0.0,0.89,0,0,0.0,0,0.67
ابوظبي,1,1,1,0.0,0.67,0.0,0.0,0.0,0.0,0.67,0,0,0.0,0,1.0
الكويت,1,1,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,0,1.0
شقه,1,1,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,0,1.0
غرف,1,1,1,0.0,0.9,0.0,0.0,0.0,0.0,0.9,0,0,0.0,0,1.0
البرشاء,1,1,1,0.0,0.9,0.0,0.0,0.0,0.0,0.9,0,0,0.0,0,1.0
غرفة,1,1,1,0.0,0.66,0.0,0.0,0.0,0.0,0.66,0,0,0.0,0,1.0
manager,3,885,8,0.0,37.0,0.0,0.0,0.0,0.0,4.62,0,0,0.0,0,0.01
zillows,1,3,1,0.0,1.45,0.0,0.0,0.0,0.0,1.45,0,0,0.0,0,0.33
zilo,1,3,2,0.0,1.98,0.0,0.0,0.0,0.0,0.99,0,0,0.0,0,0.67
ziprent,1,105,2,0.0,3.62,0.0,0.0,0.0,0.0,1.81,0,0,0.0,0,0.02
zumper,14,357,41,0.0,144.19,4.0,0.0,0.0,0.06,3.52,0,0.0,0.0,0,0.11
tool,1,54,5,0.0,23.9,0.0,0.0,0.0,0.0,4.78,0,0,0.0,0,0.09
zumpers,1,1,1,0.0,2.5,1.0,0.0,0.0,0.0,2.5,0,0.0,0.0,0,1.0
בפריז,1,1,1,0.0,1.33,0.0,0.0,0.0,0.0,1.33,0,0,0.0,0,1.0
להשכרה,1,1,1,0.0,1.33,0.0,0.0,0.0,0.0,1.33,0,0,0.0,0,1.0
דירות,1,1,1,0.0,1.33,0.0,0.0,0.0,0.0,1.33,0,0,0.0,0,1.0
לטווח,1,1,1,0.0,1.33,0.0,0.0,0.0,0.0,1.33,0,0,0.0,0,1.0
ארוך,1,1,1,0.0,1.33,0.0,0.0,0.0,0.0,1.33,0,0,0.0,0,1.0
whole,1,2,1,0.0,1.63,0.0,0.0,0.0,0.0,1.63,0,0,0.0,0,0.5
wildernest,1,3,1,0.0,0.92,0.0,0.0,0.0,0.0,0.92,0,0,0.0,0,0.33
000,2,5,4,0.0,4.07,0.0,0.0,0.0,0.0,1.02,0,0,0.0,0,0.8
lowest,1,7,1,0.0,3.28,0.0,0.0,0.0,0.0,3.28,0,0,0.0,0,0.14
ha,1,7,1,0.0,3.28,0.0,0.0,0.0,0.0,3.28,0,0,0.0,0,0.14
which,1,7,1,0.0,3.28,0.0,0.0,0.0,0.0,3.28,0,0,0.0,0,0.14
whimstay,2,48,4,0.0,7.91,0.0,2.23,0.0,0.42,1.98,0,0,0.0,0.0,0.08
wyndham,1,14,2,0.0,5.41,0.0,0.0,0.0,0.0,2.71,0,0,0.0,0,0.14
wynmoor,1,8,2,0.0,1.6,0.0,0.0,0.0,0.0,0.8,0,0,0.0,0,0.25
yaounde,1,1,1,0.0,1.78,0.0,0.0,0.0,0.0,1.78,0,0,0.0,0,1.0
yesara,1,1,1,0.0,3.38,0.0,0.0,0.0,0.0,3.38,0,0,0.0,0,1.0
zeus,11,200,32,0.0,77.52999999999999,0.0,4.03,2.0,1.0,2.42,0,0,0.0,0.0,0.16
zeusliving,1,1,1,0.0,5.25,0.0,0.0,0.0,0.0,5.25,0,0,0.0,0,1.0
zihuatanejo,2,20,4,0.0,3.55,0.0,0.0,0.0,0.0,0.89,0,0,0.0,0,0.2
ahwatukee,1,1,1,0.0,2.19,0.0,0.0,0.0,0.0,2.19,0,0,0.0,0,1.0
yucatan,1,5,2,0.0,3.23,0.0,0.0,0.0,0.0,1.61,0,0,0.0,0,0.4
zelle,1,1,1,0.0,0.65,0.0,0.0,0.0,0.0,0.65,0,0,0.0,0,1.0
zen,1,17,1,0.0,4.55,0.0,0.0,0.0,0.0,4.55,0,0,0.0,0,0.06
wish,1,2,1,0.0,1.64,0.0,0.0,0.0,0.0,1.64,0,0,0.0,0,0.5
wohnungen,1,2,1,0.0,0.35,0.0,0.0,0.0,0.0,0.35,0,0,0.0,0,0.5
wolff,1,12,1,0.0,1.44,0.0,0.0,0.0,0.0,1.44,0,0,0.0,0,0.08
worldwide,1,23,17,0.0,9.01,0.0,0.0,0.0,0.0,0.53,0,0,0.0,0,0.74
texan,1,16,1,0.0,0.95,0.0,0.0,0.0,0.0,0.95,0,0,0.0,0,0.06
rentfromcle,1,3,1,0.0,4.21,1.0,0.0,0.0,0.0,4.21,0,0.0,0.0,0,0.33
rentout,1,1,1,0.0,0.54,0.0,0.0,0.0,0.0,0.54,0,0,0.0,0,1.0
siegelsuites,1,1,1,0.0,0.34,0.0,0.0,0.0,0.0,0.34,0,0,0.0,0,1.0
sparerooms,1,2,1,0.0,4.15,1.0,0.0,0.0,0.0,4.15,0,0.0,0.0,0,0.5
thehomelike,1,1,1,0.0,3.22,0.0,0.0,0.0,0.0,3.22,0,0,0.0,0,1.0
cirtru,3,34,3,0.0,10.15,0.0,0.0,0.0,0.0,3.38,0,0,0.0,0,0.09
corporatehousing,4,210,22,0.0,72.1,2.0,0.0,0.0,0.0,3.28,0,0.0,0.0,0,0.1
evolve,9,68,10,0.0,19.240000000000002,1.0,0.0,0.0,0.0,1.92,0,0.0,0.0,0,0.15
forrent,3,601,38,0.0,136.79999999999998,1.0,0.0,2.0,1.0,3.6,0,0.0,0.0,0,0.06
furnishedrentals,3,45,21,0.0,31.119999999999997,1.0,0.0,0.0,0.0,1.48,0,0.0,0.0,0,0.47
homeaway,9,957,94,0.0,320.46,2.0,0.54,0.0,3.64,3.41,0,0.0,0.0,3.7,0.1
tel,1,3,1,0.0,1.22,0.0,0.0,0.0,0.0,1.22,0,0,0.0,0,0.33
longterm,3,5,4,0.0,3.87,0.0,0.0,0.0,0.0,0.97,0,0,0.0,0,0.8
myapartment,1,1,1,0.0,4.29,0.0,0.0,0.0,0.0,4.29,0,0,0.0,0,1.0
organization,2,27,6,0.0,20.32,0.0,0.0,0.0,0.0,3.39,0,0,0.0,0,0.22
recruiter,2,32,4,0.0,14.86,0.0,0.0,0.0,0.0,3.71,0,0,0.0,0,0.12
demand,2,21,6,0.0,52.99,0.0,0.0,0.0,0.0,8.83,0,0,0.0,0,0.29
aide,4,152,11,0.0,59.84,0.0,0.0,0.0,0.0,5.44,0,0,0.0,0,0.07
corp,4,28,7,0.0,16.46,0.0,0.0,0.0,0.0,2.35,0,0,0.0,0,0.25
registered,2,6,2,0.0,9.48,0.0,0.0,0.0,0.0,4.74,0,0,0.0,0,0.33
administrator,2,44,3,0.0,29.990000000000002,0.0,0.0,0.0,0.0,10.0,0,0,0.0,0,0.07
travelingnurse,1,3,3,0.0,9.15,0.0,0.0,3.02,1.0,3.05,0,0,0.0,0,1.0
travelingnurses,1,35,15,0.0,57.1,2.0,0.0,0.0,0.0,3.81,0,0.0,0.0,0,0.43
van,2,10,2,0.0,7.800000000000001,0.0,0.0,0.0,0.0,3.9,0,0,0.0,0,0.2
employment,1,2,1,0.0,4.32,0.0,0.0,0.0,0.0,4.32,0,0,0.0,0,0.5
international,5,20,7,0.0,14.469999999999999,1.0,0.0,0.0,0.0,2.07,0,0.0,0.0,0,0.35
camper,1,6,1,0.0,4.7,0.0,0.0,0.0,0.0,4.7,0,0,0.0,0,0.17
travelfinder,1,1,1,0.0,1.65,0.0,0.0,0.0,0.0,1.65,0,0,0.0,0,1.0
travelhost,1,10,1,0.0,5.4,0.0,0.0,0.0,0.0,5.4,0,0,0.0,0,0.1
travelershaven,1,4,1,0.0,3.88,0.0,0.0,0.0,0.0,3.88,0,0,0.0,0,0.25
picc,1,2,1,0.0,2.66,0.0,0.0,0.0,0.0,2.66,0,0,0.0,0,0.5
pt,1,39,13,0.0,41.83,1.0,0.0,0.0,0.0,3.22,0,0.0,0.0,0,0.33
therapy,1,25,9,0.0,34.54,0.0,0.0,0.0,0.0,3.84,0,0,0.0,0,0.36
844,1,982,243,0.0,191.75,8.0,0.0,0.0,0.0,0.79,0,0.0,0.0,0,0.25
tulum,3,22,6,0.0,5.51,0.0,0.0,0.0,0.0,0.92,0,0,0.0,0,0.27
tower,1,1,1,0.0,1.35,0.0,0.0,0.0,0.0,1.35,0,0,0.0,0,1.0
twiddy,1,1,1,0.0,0.82,0.0,0.0,0.0,0.0,0.82,0,0,0.0,0,1.0
turbo,3,27,4,0.0,14.61,0.0,0.0,0.0,0.0,3.65,0,0,0.0,0,0.15
into,5,42,10,0.0,52.019999999999996,0.0,0.0,0.0,0.0,5.2,0,0,0.0,0,0.24
primary,2,2,2,0.0,1.32,0.0,0.0,0.0,0.0,0.66,0,0,0.0,0,1.0
turning,1,1,1,0.0,1.02,0.0,0.0,0.0,0.0,1.02,0,0,0.0,0,1.0
turnkey,1,1,1,0.0,1.23,0.0,0.0,0.0,0.0,1.23,0,0,0.0,0,1.0
upscale,1,1,1,0.0,1.12,0.0,0.0,0.0,0.0,1.12,0,0,0.0,0,1.0
upstate,1,1,1,0.0,1.2,0.0,0.0,0.0,0.0,1.2,0,0,0.0,0,1.0
uptown,2,2,2,0.0,1.73,0.0,0.0,0.0,0.0,0.86,0,0,0.0,0,1.0
co,6,30,7,0.0,9.53,2.0,0.0,0.0,0.0,1.36,0,0.0,0.0,0,0.23
urbanests,1,1,1,0.0,2.26,0.0,0.0,0.0,0.0,2.26,0,0,0.0,0,1.0
urnished,1,2,1,0.0,0.14,0.0,0.0,0.0,0.0,0.14,0,0,0.0,0,0.5
ucla,6,8,6,0.0,11.450000000000001,1.0,0.0,0.0,0.0,1.91,0,0.0,0.0,0,0.75
ufurnished,1,1,1,0.0,0.58,0.0,0.0,0.0,0.0,0.58,0,0,0.0,0,1.0
uiuc,2,8,2,0.0,1.9000000000000001,0.0,0.0,0.0,0.0,0.95,0,0,0.0,0,0.25
ulm,1,1,1,0.0,0.81,0.0,0.0,0.0,0.0,0.81,0,0,0.0,0,1.0
unf,1,1,1,0.0,2.17,0.0,0.0,0.0,0.0,2.17,0,0,0.0,0,1.0
universal,2,2,2,0.0,4.59,0.0,0.0,0.0,0.0,2.29,0,0,0.0,0,1.0
unt,1,6,1,0.0,1.93,0.0,0.0,0.0,0.0,1.93,0,0,0.0,0,0.17
upcoming,1,1,1,0.0,2.56,0.0,0.0,0.0,0.0,2.56,0,0,0.0,0,1.0
trifecta,1,11,1,0.0,1.64,0.0,0.0,0.0,0.0,1.64,0,0,0.0,0,0.09
trovit,2,3,2,0.0,7.6899999999999995,0.0,0.0,0.0,0.0,3.84,0,0,0.0,0,0.67
tricon,1,3,1,0.0,0.04,0.0,0.0,0.0,0.0,0.04,0,0,0.0,0,0.33
triage,1,5,1,0.0,4.83,0.0,0.0,0.0,0.0,4.83,0,0,0.0,0,0.2
travelnursesource,2,96,6,0.0,36.28,0.0,0.0,0.0,0.0,6.05,0,0,0.0,0,0.06
org,2,5,2,0.0,8.15,0.0,0.0,0.0,0.0,4.08,0,0,0.0,0,0.4
travelrn,1,1,1,0.0,6.48,0.0,0.0,0.0,0.0,6.48,0,0,0.0,0,1.0
trusted,1,2,1,0.0,1.46,1.0,0.0,0.0,0.0,1.46,0,0.0,0.0,0,0.5
experience,2,5,2,0.0,7.92,0.0,0.0,0.0,0.0,3.96,0,0,0.0,0,0.4
gateway,1,3,1,0.0,2.63,0.0,0.0,0.0,0.0,2.63,0,0,0.0,0,0.33
photo,1,58,11,0.0,40.63,1.0,0.0,0.0,0.0,3.69,0,0.0,0.0,0,0.19
facebook,21,228,49,0.0,218.79000000000002,11.0,0.0,0.0,0.0,4.47,0,0.0,0.0,0,0.21
nirse,1,1,1,0.0,2.34,0.0,1.0,0.0,0.0,2.34,0,0,0.0,0.0,1.0
across,3,514,35,0.0,170.49,4.0,0.0,0.0,0.0,4.87,0,0.0,0.0,0,0.07
sitting,1,2,1,0.0,4.53,0.0,0.0,0.0,0.0,4.53,0,0,0.0,0,0.5
delivery,2,11,3,0.0,10.49,0.0,0.0,0.0,0.0,3.5,0,0,0.0,0,0.27
labor,2,11,3,0.0,10.49,0.0,0.0,0.0,0.0,3.5,0,0,0.0,0,0.27
practical,1,2,1,0.0,4.78,0.0,0.0,0.0,0.0,4.78,0,0,0.0,0,0.5
licensed,1,2,1,0.0,4.78,0.0,0.0,0.0,0.0,4.78,0,0,0.0,0,0.5
aid,1,1,1,0.0,4.75,0.0,0.0,0.0,0.0,4.75,0,0,0.0,0,1.0
benefit,2,17,3,0.0,11.33,0.0,0.0,0.0,0.0,3.78,0,0,0.0,0,0.18
template,1,108,10,0.0,41.45,1.0,0.0,0.0,0.0,4.15,0,0.0,0.0,0,0.09
rv,12,180,31,0.0,106.86999999999999,0.0,0.0,0.0,0.0,3.45,0,0,0.0,0,0.17
march,1,1,1,0.0,1.56,0.0,0.0,0.0,0.0,1.56,0,0,0.0,0,1.0
message,1,2,1,0.0,2.13,0.0,0.0,0.0,0.0,2.13,0,0,0.0,0,0.5
board,1,2,1,0.0,2.13,0.0,0.0,0.0,0.0,2.13,0,0,0.0,0,0.5
contractor,1,3,1,0.0,6.35,0.0,0.0,0.0,0.0,6.35,0,0,0.0,0,0.33
rule,4,85,11,0.0,31.060000000000002,4.0,0.0,0.0,0.0,2.82,0,0.0,0.0,0,0.13
registry,1,10,2,0.0,6.27,0.0,0.0,0.0,0.0,3.13,0,0,0.0,0,0.2
operating,1,2,1,0.0,4.82,0.0,0.0,0.0,0.0,4.82,0,0,0.0,0,0.5
opportunity,3,6,3,0.0,12.04,0.0,0.0,0.0,0.0,4.01,0,0,0.0,0,0.5
using,1,3,1,0.0,1.26,0.0,0.0,0.0,0.0,1.26,0,0,0.0,0,0.33
idaho,3,10,3,0.0,2.79,0.0,0.0,0.0,0.0,0.93,0,0,0.0,0,0.3
kai,3,3,3,0.0,4.57,1.0,0.0,0.0,0.72,1.52,0,0.0,0.0,0,1.0
mccook,1,1,2,0.0,0.64,0.0,0.0,0.0,0.0,0.32,0,0,0.0,0,2.0
ne,1,1,2,0.0,0.64,0.0,0.0,0.0,0.0,0.32,0,0,0.0,0,2.0
booking,22,204,31,0.0,135.94,1.0,0.0,0.0,0.0,4.39,0,0.0,0.0,0,0.15
affirm,1,1,1,0.0,1.04,0.0,0.0,0.0,0.0,1.04,0,0,0.0,0,1.0
30,30,733,159,0.0,222.53000000000003,9.0,2.0,0.0,3.38,1.4,0,0.0,0.0,4.5,0.22
vivian,2,46,3,0.0,20.08,0.0,0.0,0.0,0.0,6.69,0,0,0.0,0,0.07
temporales,1,1,1,0.0,1.61,0.0,0.0,0.0,0.0,1.61,0,0,0.0,0,1.0
viviendas,1,1,1,0.0,1.61,0.0,0.0,0.0,0.0,1.61,0,0,0.0,0,1.0
volunteer,2,2,2,0.0,7.49,0.0,0.0,0.0,0.0,3.75,0,0,0.0,0,1.0
calendar,2,3,2,0.0,1.01,0.0,0.0,0.0,0.0,0.51,0,0,0.0,0,0.67
competitor,4,70,9,0.0,21.03,2.0,1.0,0.0,1.52,2.34,0,0.0,0.0,2.0,0.13
wahpeton,1,1,1,0.0,0.42,0.0,0.0,0.0,0.0,0.42,0,0,0.0,0,1.0
wander,1,5,1,0.0,4.5,0.0,0.0,0.0,0.0,4.5,0,0,0.0,0,0.2
wanderly,2,46,2,0.0,8.02,0.0,0.0,0.0,1.49,4.01,0,0,0.0,0,0.04
vrlbi,1,9,1,0.0,0.97,0.0,0.0,0.0,0.0,0.97,0,0,0.0,0,0.11
vrgo,1,1,1,0.0,1.14,0.0,0.0,0.0,0.0,1.14,0,0,0.0,0,1.0
waterfront,5,22,10,0.0,6.9,0.0,0.0,0.0,0.0,0.69,0,0,0.0,0,0.45
waterwalk,1,1,1,0.0,2.29,0.0,0.0,0.0,0.0,2.29,0,0,0.0,0,1.0
we,1,1,1,0.0,1.62,0.0,0.0,0.0,0.0,1.62,0,0,0.0,0,1.0
ou,1,1,1,0.0,1.23,0.0,0.0,0.0,0.0,1.23,0,0,0.0,0,1.0
daytona,3,6,4,0.0,5.5200000000000005,0.0,0.0,0.0,0.0,1.38,0,0,0.0,0,0.67
disneyland,1,2,1,0.0,0.95,0.0,0.0,0.0,0.0,0.95,0,0,0.0,0,0.5
utila,1,3,1,0.0,0.85,0.0,0.0,0.0,0.0,0.85,0,0,0.0,0,0.33
utm,1,5,1,0.0,0.27,0.0,0.0,0.0,0.0,0.27,0,0,0.0,0,0.2
utrecht,2,2,2,0.0,4.43,0.0,0.0,0.0,0.0,2.21,0,0,0.0,0,1.0
uva,1,1,1,0.0,0.4,0.0,0.0,0.0,0.0,0.4,0,0,0.0,0,1.0
uwmc,1,4,1,0.0,1.51,0.0,0.0,0.0,0.0,1.51,0,0,0.0,0,0.25
approved,2,9,2,0.0,3.54,0.0,0.0,0.0,0.0,1.77,0,0,0.0,0,0.22
vacada,1,1,1,0.0,1.12,0.0,0.0,0.0,0.0,1.12,0,0,0.0,0,1.0
vacasa,7,158,16,0.0,24.229999999999997,2.0,0.0,0.0,0.0,1.51,0,0.0,0.0,0,0.1
advertising,5,17,4,0.0,23.72,2.0,0.0,0.0,0.0,5.93,0,0.0,0.0,0,0.24
venue,1,1,1,0.0,1.89,1.0,0.0,0.0,0.0,1.89,0,0.0,0.0,0,1.0
verbo,1,28,1,0.0,0.98,0.0,0.0,0.0,0.0,0.98,0,0,0.0,0,0.04
versalles,1,7,2,0.0,1.66,0.0,0.0,0.0,0.0,0.83,0,0,0.0,0,0.29
view,2,16,4,0.0,13.21,0.0,0.0,0.0,0.0,3.3,0,0,0.0,0,0.25
vip,1,46,4,0.0,6.45,2.0,0.0,0.0,0.0,1.61,0,0.0,0.0,0,0.09
viciniti,1,20,2,0.0,28.57,0.0,0.0,0.0,0.0,14.29,0,0,0.0,0,0.1
vieques,1,3,1,0.0,1.36,0.0,1.0,0.0,0.0,1.36,0,0,0.0,0.0,0.33
valletta,1,1,1,0.0,0.85,0.0,0.0,0.0,0.0,0.85,0,0,0.0,0,1.0
vanderbilt,5,34,14,0.0,43.49,0.0,0.0,0.0,0.0,3.11,0,0,0.0,0,0.41
vanuatu,1,1,1,0.0,0.85,0.0,0.0,0.0,0.0,0.85,0,0,0.0,0,1.0
vanwaw,1,5,1,0.0,0.81,0.0,0.0,0.0,0.0,0.81,0,0,0.0,0,0.2
varbo,1,1,1,0.0,1.55,1.0,0.0,0.0,0.0,1.55,0,0.0,0.0,0,1.0
vasca,1,1,1,0.0,0.6,0.0,0.0,0.0,0.0,0.6,0,0,0.0,0,1.0
vbo,1,10,1,0.0,2.61,0.0,0.0,0.0,0.0,2.61,0,0,0.0,0,0.1
oc,1,1,1,0.0,0.64,0.0,0.0,0.0,0.0,0.64,0,0,0.0,0,1.0
ocmd,1,1,1,0.0,0.76,0.0,0.0,0.0,0.0,0.76,0,0,0.0,0,1.0
seaport,1,2,1,0.0,0.95,0.0,0.0,0.0,0.0,0.95,0,0,0.0,0,0.5
abuja,3,5,3,0.0,2.97,0.0,0.0,0.0,0.0,0.99,0,0,0.0,0,0.6
settleliving,1,4,1,0.0,2.56,0.0,0.0,0.0,0.0,2.56,0,0,0.0,0,0.25
seychelles,1,5,1,0.0,1.04,0.0,0.0,0.0,0.0,1.04,0,0,0.0,0,0.2
separate,1,1,1,0.0,0.83,0.0,0.0,0.0,0.0,0.83,0,0,0.0,0,1.0
basaveshwara,1,1,2,0.0,0.74,0.0,0.0,0.0,0.0,0.37,0,0,0.0,0,2.0
nagar,4,6,6,0.0,5.859999999999999,0.0,0.0,0.0,0.0,0.98,0,0,0.0,0,1.0
coimbatore,4,6,5,0.0,5.32,0.0,0.0,0.0,0.0,1.06,0,0,0.0,0,0.83
koramangala,1,1,1,0.0,0.79,0.0,0.0,0.0,0.0,0.79,0,0,0.0,0,1.0
nellore,2,2,2,0.0,1.96,0.0,0.0,0.0,0.0,0.98,0,0,0.0,0,1.0
powai,1,1,1,0.0,1.07,0.0,0.0,0.0,0.0,1.07,0,0,0.0,0,1.0
vizag,5,9,5,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,0,0.56
sfcorporate,1,1,1,0.0,3.34,0.0,0.0,0.0,0.0,3.34,0,0,0.0,0,1.0
sharing,5,104,10,0.0,20.03,1.0,0.0,0.0,0.0,2.0,0,0.0,0.0,0,0.1
shelter,1,2,1,0.0,0.85,0.0,0.0,0.0,0.0,0.85,0,0,0.0,0,0.5
cove,1,2,1,0.0,0.85,0.0,0.0,0.0,0.0,0.85,0,0,0.0,0,0.5
shirt,1,1,1,0.0,2.13,0.0,0.08,0.0,0.0,2.13,0,0,0.0,0.0,1.0
sfcorporaterentals,1,2,2,0.0,5.54,0.0,0.0,0.0,0.0,2.77,0,0,0.0,0,1.0
shanghai,1,1,1,0.0,1.28,0.0,0.0,0.0,0.0,1.28,0,0,0.0,0,1.0
sec,1,1,1,0.0,0.43,0.0,0.0,0.0,0.0,0.43,0,0,0.0,0,1.0
second,7,125,9,0.0,27.14,3.0,0.0,0.0,0.0,3.02,0,0.0,0.0,0,0.07
chance,6,117,10,0.0,16.169999999999998,3.0,0.0,0.0,0.0,1.62,0,0.0,0.0,0,0.09
sentral,2,14,2,0.0,5.82,0.0,0.0,0.0,0.0,2.91,0,0,0.0,0,0.14
through,2,21,3,0.0,12.469999999999999,3.0,0.0,0.0,0.0,4.16,0,0.0,0.0,0,0.14
1200,4,36,6,0.0,11.07,0.0,0.0,0.0,0.0,1.84,0,0,0.0,0,0.17
retirement,2,75,314,0.0,96.6,4.0,0.0,0.0,0.0,0.31,0,0.0,0.0,0,4.19
semi,5,23,8,0.0,7.18,0.0,0.0,0.0,0.0,0.9,0,0,0.0,0,0.35
select,1,14,2,0.0,3.66,0.0,0.0,0.0,0.0,1.83,0,0,0.0,0,0.14
selecthousing,1,10,1,0.0,0.57,0.0,0.0,0.0,0.0,0.57,0,0,0.0,0,0.1
showing,1,12,2,0.0,4.72,0.0,0.0,0.0,0.0,2.36,0,0,0.0,0,0.17
tour,2,196,3,0.0,9.290000000000001,0.0,0.0,0.0,0.0,3.1,0,0,0.0,0,0.02
save,1,2,1,0.0,3.53,1.0,0.0,0.0,0.0,3.53,0,0.0,0.0,0,0.5
felipe,1,22,4,0.0,3.31,0.0,0.0,0.0,0.0,0.83,0,0,0.0,0,0.18
sabbaticalhomes,3,217,13,0.0,37.53,0.0,0.0,0.0,0.01,2.89,0,0,0.0,0,0.06
rumah,1,3,1,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0,0,0.0,0,0.33
sewa,1,3,1,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0,0,0.0,0,0.33
untuk,1,3,1,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0,0,0.0,0,0.33
rvv,1,1,1,0.0,1.6,0.0,0.0,0.0,0.0,1.6,0,0,0.0,0,1.0
rvmv,1,3,1,0.0,1.44,0.0,0.0,0.0,0.0,1.44,0,0,0.0,0,0.33
rvnb,1,1,2,0.0,4.54,0.0,0.0,0.0,0.0,2.27,0,0,0.0,0,2.0
ryan,2,15,7,0.0,13.530000000000001,0.0,1.0,0.0,0.0,1.93,0,0,0.0,0.0,0.47
saba,1,2,1,0.0,1.01,0.0,0.0,0.0,0.0,1.01,0,0,0.0,0,0.5
sabatical,1,6,1,0.0,4.37,0.0,0.0,0.0,0.0,4.37,0,0,0.0,0,0.17
salty,1,1,1,0.0,1.22,0.0,0.0,0.0,0.0,1.22,0,0,0.0,0,1.0
same,4,15,7,0.0,16.72,0.0,0.0,0.0,0.0,2.39,0,0,0.0,0,0.47
sample,1,1,1,0.0,0.95,0.0,0.0,0.0,0.0,0.95,0,0,0.0,0,1.0
saguenay,1,8,1,0.0,0.17,0.0,0.0,0.0,0.0,0.17,0,0,0.0,0,0.12
sailbnb,1,1,1,0.0,1.38,0.0,0.0,0.0,0.0,1.38,0,0,0.0,0,1.0
saipan,1,4,2,0.0,2.04,0.0,0.0,0.0,0.0,1.02,0,0,0.0,0,0.5
santorini,1,1,1,0.0,1.36,0.0,0.0,0.0,0.0,1.36,0,0,0.0,0,1.0
boutique,1,2,2,0.0,5.1,0.0,2.0,0.0,2.0,2.55,0,0,0.0,0.0,1.0
satoshi,1,2,2,0.0,5.1,0.0,2.0,0.0,2.0,2.55,0,0,0.0,0.0,1.0
josé,2,17,8,0.0,10.399999999999999,0.0,0.0,0.0,0.0,1.3,0,0,0.0,0,0.47
pancho,1,11,1,0.0,0.75,0.0,0.0,0.0,0.0,0.75,0,0,0.0,0,0.09
sandbridge,1,2,1,0.0,1.19,0.0,0.0,0.0,0.0,1.19,0,0,0.0,0,0.5
doha,5,12,7,0.0,11.469999999999999,0.0,0.0,0.0,0.0,1.64,0,0,0.0,0,0.58
downtown,7,20,8,0.0,9.23,1.0,0.0,0.0,0.0,1.15,0,0.0,0.0,0,0.4
brickell,11,61,16,0.0,29.85,0.0,0.0,0.0,0.0,1.87,0,0,0.0,0,0.26
luxembourg,1,1,1,0.0,1.19,0.0,0.0,0.0,0.0,1.19,0,0,0.0,0,1.0
greystar,1,3,1,0.0,1.73,0.0,0.0,0.0,0.0,1.73,0,0,0.0,0,0.33
