Word,Frequency,Total Impressions,Total Clicks,Total ff_purchases,Total Cost,Total ff_leads,Total ff_BRSubmit,Total ff_DMSubmit,Total ff_PhoneGet,Total Cost Per Click,Total Cost Per ff_purchases,Total ff_purchases_lead Rate,Total ff_purchases Rate,Total ff_leads_BRSubmit_rate,Total Click Thru Rate
client,1,1,1,0.0,0.04,0.0,0.0,0.0,0.0,0.04,0,0,0.0,0,1.0
flight,1,1,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,0,1.0
attendant,1,1,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,0,1.0
internship,3,3,3,0.0,1.8000000000000003,0.0,0.0,0.0,0.0,0.6,0,0,0.0,0,1.0
cleaning,2,6,4,0.0,10.91,0.0,0.0,0.0,0.0,2.73,0,0,0.0,0,0.67
pepperdine,1,3,1,0.0,0.43,0.0,0.0,0.0,0.0,0.43,0,0,0.0,0,0.33
islamabad,15,53,24,0.0,30.29,0.0,0.0,0.0,0.0,1.26,0,0,0.0,0,0.45
purdue,2,11,3,0.0,3.4800000000000004,0.0,0.0,0.0,0.0,1.16,0,0,0.0,0,0.27
ucf,4,8,4,0.0,7.91,0.0,0.0,0.0,0.0,1.98,0,0,0.0,0,0.5
oshawa,2,7,2,0.0,2.7800000000000002,0.0,0.0,0.0,0.0,1.39,0,0,0.0,0,0.29
mim,1,1,1,0.0,0.16,0.0,0.0,0.0,0.0,0.16,0,0,0.0,0,1.0
perto,1,1,1,0.0,0.16,0.0,0.0,0.0,0.0,0.16,0,0,0.0,0,1.0
pickering,1,2,1,0.0,1.3,0.0,0.0,0.0,0.0,1.3,0,0,0.0,0,0.5
manayunk,1,1,1,0.0,3.21,0.0,0.0,0.0,0.0,3.21,0,0,0.0,0,1.0
larga,1,1,1,0.0,3.76,1.0,0.0,0.0,0.0,3.76,0,0.0,0.0,0,1.0
temporada,2,2,2,0.0,4.54,1.0,0.0,0.0,0.0,2.27,0,0.0,0.0,0,1.0
nashik,1,2,1,0.0,0.9,0.0,0.0,0.0,0.0,0.9,0,0,0.0,0,0.5
mexia,1,1,1,0.0,2.15,0.0,0.0,0.0,0.0,2.15,0,0,0.0,0,1.0
bhubaneswar,2,2,2,0.0,2.43,0.0,0.0,0.0,0.0,1.22,0,0,0.0,0,1.0
trivandrum,2,4,2,0.0,2.59,0.0,0.0,0.0,0.0,1.29,0,0,0.0,0,0.5
kathmandu,9,33,15,0.0,17.919999999999998,0.0,0.0,0.0,0.0,1.19,0,0,0.0,0,0.45
den,1,9,3,0.0,1.78,0.0,0.0,0.0,0.0,0.59,0,0,0.0,0,0.33
accepting,1,26,11,0.0,10.95,2.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0,0.42
10000,1,1,1,0.0,0.21,0.0,0.0,0.0,0.0,0.21,0,0,0.0,0,1.0
set,4,61,9,0.0,29.590000000000003,1.0,0.0,0.0,0.0,3.29,0,0.0,0.0,0,0.15
24,2,3,2,0.0,1.54,0.0,0.0,0.0,0.0,0.77,0,0,0.0,0,0.67
2022,2,3,2,0.0,1.54,0.0,0.0,0.0,0.0,0.77,0,0,0.0,0,0.67
2bath,1,1,1,0.0,1.25,0.0,0.0,0.0,0.0,1.25,0,0,0.0,0,1.0
2bedroom,1,1,1,0.0,1.25,0.0,0.0,0.0,0.0,1.25,0,0,0.0,0,1.0
2bhk,2,6,2,0.0,2.3,0.0,0.0,0.0,0.0,1.15,0,0,0.0,0,0.33
2nd,2,9,4,0.0,5.4,0.0,0.0,0.0,0.0,1.35,0,0,0.0,0,0.44
4,25,2587,434,0.0,1864.4299999999996,17.0,0.0,0.0,0.0,4.3,0,0.0,0.0,0,0.17
minimum,2,8,2,0.0,2.83,0.0,0.0,0.0,0.0,1.42,0,0,0.0,0,0.25
older,1,31,11,0.0,8.34,1.0,0.0,0.0,0.0,0.76,0,0.0,0.0,0,0.35
5,1,4,2,0.0,2.8200000000000003,0.0,0.0,0.0,0.0,1.41,0,0,0.0,0,0.5
4bd,1,2,1,0.0,1.32,0.0,0.0,0.0,0.0,1.32,0,0,0.0,0,0.5
darwin,1,1,1,0.0,0.74,0.0,0.0,0.0,0.0,0.74,0,0,0.0,0,1.0
package,1,1,1,0.0,2.23,0.0,0.0,0.0,0.0,2.23,0,0,0.0,0,1.0
le,1,2,1,0.0,0.48,0.0,0.0,0.0,0.0,0.48,0,0,0.0,0,0.5
199,2,81,9,0.0,11.08,0.0,0.0,0.0,0.0,1.23,0,0,0.0,0,0.11
150,2,114,16,0.0,22.34,0.0,0.0,0.0,0.0,1.4,0,0,0.0,0,0.14
99,1,5,1,0.0,0.27,0.0,0.0,0.0,0.0,0.27,0,0,0.0,0,0.2
christchurch,2,8,5,0.0,7.250000000000001,0.0,0.0,0.0,0.0,1.45,0,0,0.0,0,0.62
13,6,2324,358,0.0,1867.46,3.23,0.0,0.0,0.0,5.22,0,0.0,0.0,0,0.15
1bhk,3,7,4,0.0,3.33,0.0,0.0,0.0,0.0,0.83,0,0,0.0,0,0.57
1rk,2,2,2,0.0,1.21,0.0,0.0,0.0,0.0,0.6,0,0,0.0,0,1.0
lahore,21,66,35,0.0,45.449999999999996,0.0,0.0,0.0,0.0,1.3,0,0,0.0,0,0.53
mamzar,1,1,1,0.0,0.58,0.0,0.0,0.0,0.0,0.58,0,0,0.0,0,1.0
kondapur,1,1,1,0.0,0.97,0.0,0.0,0.0,0.0,0.97,0,0,0.0,0,1.0
lajpat,1,1,1,0.0,0.48,0.0,0.0,0.0,0.0,0.48,0,0,0.0,0,1.0
manali,1,2,2,0.0,2.01,0.0,0.0,0.0,0.0,1.0,0,0,0.0,0,1.0
goa,4,5,5,0.0,6.6899999999999995,1.0,0.0,0.0,0.0,1.34,0,0.0,0.0,0,1.0
vadodara,5,22,10,0.0,12.920000000000002,0.0,0.0,0.0,0.0,1.29,0,0,0.0,0,0.45
62,1,1,1,0.0,0.38,0.0,0.0,0.0,0.0,0.38,0,0,0.0,0,1.0
ranchi,3,7,5,0.0,2.12,0.0,0.0,0.0,0.0,0.42,0,0,0.0,0,0.71
br,1,1,1,0.0,1.12,0.0,0.0,0.0,0.0,1.12,0,0,0.0,0,1.0
dha,2,2,2,0.0,0.39,0.0,0.0,0.0,0.0,0.2,0,0,0.0,0,1.0
kanal,1,1,1,0.0,0.26,0.0,0.0,0.0,0.0,0.26,0,0,0.0,0,1.0
greater,3,3,3,0.0,2.01,0.0,0.0,0.0,0.0,0.67,0,0,0.0,0,1.0
this,2,337,88,0.0,49.53999999999999,0.0,0.0,0.0,0.0,0.56,0,0,0.0,0,0.26
bur,2,3,2,0.0,2.0300000000000002,0.0,0.0,0.0,0.0,1.02,0,0,0.0,0,0.67
baner,1,1,1,0.0,0.67,0.0,0.0,0.0,0.0,0.67,0,0,0.0,0,1.0
n,2,6,2,0.0,1.77,0.0,0.0,0.0,0.0,0.89,0,0,0.0,0,0.33
barretto,1,1,1,0.0,0.39,0.0,0.0,0.0,0.0,0.39,0,0,0.0,0,1.0
abq,1,2,1,0.0,2.14,0.0,0.0,0.0,0.0,2.14,0,0,0.0,0,0.5
bean,1,1,1,0.0,1.98,0.0,0.0,0.0,0.0,1.98,0,0,0.0,0,1.0
bee,1,1,1,0.0,1.98,0.0,0.0,0.0,0.0,1.98,0,0,0.0,0,1.0
hostd,1,1,1,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0,0,0.0,0,1.0
airb,1,8,2,0.0,1.94,0.0,0.0,0.0,0.0,0.97,0,0,0.0,0,0.25
12,1,1,1,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0,0,0.0,0,1.0
amite,1,1,1,0.0,3.22,0.0,0.0,0.0,0.0,3.22,0,0,0.0,0,1.0
close,1,13,1,0.0,1.75,0.0,0.0,0.0,0.0,1.75,0,0,0.0,0,0.08
calabar,1,2,1,0.0,0.51,0.0,0.0,0.0,0.0,0.51,0,0,0.0,0,0.5
brockville,5,173,7,0.0,6.54,0.0,0.0,0.0,0.0,0.93,0,0,0.0,0,0.04
cda,2,2,2,0.0,2.74,0.0,0.0,0.0,0.0,1.37,0,0,0.0,0,1.0
centurion,3,3,3,0.0,3.0500000000000003,0.0,0.0,0.0,0.0,1.02,0,0,0.0,0,1.0
mí,1,4,1,0.0,1.73,0.0,0.0,0.0,0.0,1.73,0,0,0.0,0,0.25
camp,3,7,4,0.0,3.5599999999999996,0.0,0.0,0.0,0.0,0.89,0,0,0.0,0,0.57
carrollwood,1,1,1,0.0,3.03,0.0,0.0,0.0,0.0,3.03,0,0,0.0,0,1.0
ban,1,2,1,0.0,2.26,0.0,0.0,0.0,0.0,2.26,0,0,0.0,0,0.5
be,2,3,3,0.0,5.44,0.0,0.0,0.0,0.0,1.81,0,0,0.0,0,1.0
716,1,18,2,0.0,9.62,0.0,0.0,0.0,0.0,4.81,0,0,0.0,0,0.11
777bd,1,3,3,0.0,1.6,0.0,0.0,0.0,0.0,0.53,0,0,0.0,0,1.0
acrs,2,11,2,0.0,1.4000000000000001,0.0,0.0,0.0,0.0,0.7,0,0,0.0,0,0.18
946,1,2,1,0.0,2.75,0.0,0.0,0.0,0.0,2.75,0,0,0.0,0,0.5
academic,1,3,2,0.0,0.09,0.0,0.0,0.0,0.0,0.04,0,0,0.0,0,0.67
ab,1,20,4,0.0,5.63,0.0,0.0,0.0,0.0,1.41,0,0,0.0,0,0.2
abacoa,1,11,4,0.0,14.28,0.0,0.0,0.0,0.0,3.57,0,0,0.0,0,0.36
abandoned,1,3,1,0.0,4.77,0.0,0.0,0.0,0.0,4.77,0,0,0.0,0,0.33
abb,1,1,1,0.0,3.45,0.0,0.0,0.0,0.0,3.45,0,0,0.0,0,1.0
afc,1,29,2,0.0,9.28,0.0,0.0,0.0,0.0,4.64,0,0,0.0,0,0.07
ahi,2,84,5,0.0,12.399999999999999,0.0,0.0,0.0,0.0,2.48,0,0,0.0,0,0.06
ahuntsic,1,1,1,0.0,0.85,0.0,0.0,0.0,0.0,0.85,0,0,0.0,0,1.0
ai,1,6,1,0.0,1.92,0.0,0.0,0.0,0.0,1.92,0,0,0.0,0,0.17
agencia,1,4,1,0.0,3.73,0.0,0.0,0.0,0.0,3.73,0,0,0.0,0,0.25
foot,1,15,1,0.0,7.86,0.0,0.0,0.0,0.0,7.86,0,0,0.0,0,0.07
avista,1,2,1,0.0,1.23,0.0,0.0,0.0,0.0,1.23,0,0,0.0,0,0.5
meadow,1,1,1,0.0,3.78,0.0,0.0,0.0,0.0,3.78,0,0,0.0,0,1.0
pitt,1,1,1,0.0,3.78,0.0,0.0,0.0,0.0,3.78,0,0,0.0,0,1.0
atrium,1,1,1,0.0,3.04,0.0,0.0,0.0,0.0,3.04,0,0,0.0,0,1.0
avail,2,44,2,0.0,10.059999999999999,0.0,0.0,0.0,0.0,5.03,0,0,0.0,0,0.05
calculation,1,1,1,0.0,3.4,0.0,0.0,0.0,0.0,3.4,0,0,0.0,0,1.0
bariatric,1,2,1,0.0,1.97,0.0,0.0,0.0,0.0,1.97,0,0,0.0,0,0.5
beijing,1,1,1,0.0,1.09,0.0,0.0,0.0,0.0,1.09,0,0,0.0,0,1.0
beauregard,1,1,1,0.0,1.27,1.0,0.0,0.0,0.0,1.27,0,0.0,0.0,0,1.0
becoming,1,1,1,0.0,1.49,0.0,0.0,0.0,0.0,1.49,0,0,0.0,0,1.0
beeville,1,1,1,0.0,3.02,0.0,0.0,0.0,0.0,3.02,0,0,0.0,0,1.0
back,4,162,18,0.0,38.08,1.0,0.0,0.0,0.0,2.12,0,0.0,0.0,0,0.11
bahria,10,11,11,0.0,18.529999999999998,0.0,0.0,0.0,0.0,1.68,0,0,0.0,0,1.0
azfurnished,1,3,2,0.0,2.8,0.0,0.0,0.0,0.0,1.4,0,0,0.0,0,0.67
b2b,1,14,1,0.0,0.44,0.0,0.0,0.0,0.0,0.44,0,0,0.0,0,0.07
babcock,4,22,9,0.0,13.219999999999999,0.0,0.0,0.0,0.0,1.47,0,0,0.0,0,0.41
r2000,1,1,1,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0,0,0.0,0,1.0
rawalpindi,4,4,4,0.0,5.61,0.0,0.0,0.0,0.0,1.4,0,0,0.0,0,1.0
bantayan,1,1,1,0.0,0.95,0.0,0.0,0.0,0.0,0.95,0,0,0.0,0,1.0
balboa,1,2,1,0.0,1.31,0.0,0.0,0.0,0.0,1.31,0,0,0.0,0,0.5
galen,1,9,1,0.0,2.91,0.0,0.0,0.0,0.0,2.91,0,0,0.0,0,0.11
louise,1,4,2,0.0,3.0,0.0,0.0,0.0,0.0,1.5,0,0,0.0,0,0.5
herrington,1,4,2,0.0,3.0,0.0,0.0,0.0,0.0,1.5,0,0,0.0,0,0.5
school,1,4,2,0.0,3.0,0.0,0.0,0.0,0.0,1.5,0,0,0.0,0,0.5
moulton,1,2,1,0.0,0.71,0.0,0.0,0.0,0.0,0.71,0,0,0.0,0,0.5
mckenzie,1,1,1,0.0,1.68,0.0,0.0,0.0,0.0,1.68,0,0,0.0,0,1.0
monahans,1,1,1,0.0,1.18,0.0,0.0,0.0,0.0,1.18,0,0,0.0,0,1.0
kosovo,2,2,2,0.0,1.6700000000000002,0.0,0.0,0.0,0.0,0.84,0,0,0.0,0,1.0
pristina,2,2,2,0.0,1.6700000000000002,0.0,0.0,0.0,0.0,0.84,0,0,0.0,0,1.0
ar,1,9,4,0.0,4.6,0.0,0.0,0.0,0.0,1.15,0,0,0.0,0,0.44
arabian,1,2,1,0.0,4.41,0.0,0.0,0.0,0.0,4.41,0,0,0.0,0,0.5
arb,1,3,1,0.0,1.43,0.0,0.0,0.0,0.0,1.43,0,0,0.0,0,0.33
there,3,7,3,0.0,3.71,0.0,0.0,0.0,0.0,1.24,0,0,0.0,0,0.43
any,1,3,1,0.0,0.85,0.0,0.0,0.0,0.0,0.85,0,0,0.0,0,0.33
bd,1,1,1,0.0,0.71,0.0,0.0,0.0,0.0,0.71,0,0,0.0,0,1.0
armenian,1,1,1,0.0,0.71,0.0,0.0,0.0,0.0,0.71,0,0,0.0,0,1.0
antioquia,1,1,1,0.0,3.49,0.0,0.0,0.0,0.0,3.49,0,0,0.0,0,1.0
apartamento,8,10,10,0.0,27.090000000000007,0.0,0.0,0.0,0.0,2.71,0,0,0.0,0,1.0
rionegro,1,1,1,0.0,3.49,0.0,0.0,0.0,0.0,3.49,0,0,0.0,0,1.0
security,5,15,7,0.0,8.07,0.0,0.0,0.0,0.0,1.15,0,0,0.0,0,0.47
social,5,15,7,0.0,8.07,0.0,0.0,0.0,0.0,1.15,0,0,0.0,0,0.47
días,2,4,4,0.0,8.18,0.0,0.0,0.0,0.0,2.04,0,0,0.0,0,1.0
cali,6,18,10,0.0,16.119999999999997,0.0,0.0,0.0,0.0,1.61,0,0,0.0,0,0.56
directo,1,3,2,0.0,4.26,0.0,0.0,0.0,0.0,2.13,0,0,0.0,0,0.67
artius,1,2,1,0.0,4.83,0.0,0.0,0.0,0.0,4.83,0,0,0.0,0,0.5
buscar,2,14,2,0.0,8.790000000000001,0.0,0.0,0.0,0.0,4.4,0,0,0.0,0,0.14
aplicacion,3,15,3,0.0,14.77,1.0,0.0,0.0,0.0,4.92,0,0.0,0.0,0,0.2
dia,4,11,4,0.0,16.0,1.0,0.0,0.0,0.0,4.0,0,0.0,0.0,0,0.36
aplicaciones,2,7,2,0.0,22.450000000000003,0.0,0.0,0.0,0.0,11.23,0,0,0.0,0,0.29
hôtel,1,1,1,0.0,2.92,0.0,0.0,0.0,0.0,2.92,0,0,0.0,0,1.0
durée,4,16,4,0.0,5.449999999999999,0.0,0.0,0.0,0.0,1.36,0,0,0.0,0,0.25
appart,1,1,1,0.0,2.92,0.0,0.0,0.0,0.0,2.92,0,0,0.0,0,1.0
longue,4,16,4,0.0,5.449999999999999,0.0,0.0,0.0,0.0,1.36,0,0,0.0,0,0.25
lyon,2,2,2,0.0,5.12,0.0,0.0,0.0,0.0,2.56,0,0,0.0,0,1.0
appt,1,2,1,0.0,2.24,0.0,0.0,0.0,0.0,2.24,0,0,0.0,0,0.5
kinshasa,2,8,2,0.0,3.49,0.0,0.0,0.0,0.0,1.75,0,0,0.0,0,0.25
gombe,1,4,1,0.0,1.69,0.0,0.0,0.0,0.0,1.69,0,0,0.0,0,0.25
geneve,1,1,1,0.0,0.9,0.0,0.0,0.0,0.0,0.9,0,0,0.0,0,1.0
québec,4,20,7,0.0,11.62,0.0,0.0,0.0,0.0,1.66,0,0,0.0,0,0.35
apple,1,1,1,0.0,2.17,0.0,0.0,0.0,0.0,2.17,0,0,0.0,0,1.0
apply,4,14,4,0.0,14.39,1.0,0.0,0.0,0.0,3.6,0,0.0,0.0,0,0.29
brantford,1,1,1,0.0,0.38,0.0,0.0,0.0,0.0,0.38,0,0,0.0,0,1.0
brb,1,1,1,0.0,1.98,0.0,0.0,0.0,0.0,1.98,0,0,0.0,0,1.0
bridgestone,1,1,1,0.0,2.26,0.0,0.0,0.0,0.0,2.26,0,0,0.0,0,1.0
bridgestreet,1,19,3,0.0,4.96,0.0,0.0,0.0,0.0,1.65,0,0,0.0,0,0.16
boma,1,1,1,0.0,1.07,0.0,0.0,0.0,0.0,1.07,0,0,0.0,0,1.0
booe,1,2,2,0.0,2.55,0.0,0.0,0.0,0.0,1.27,0,0,0.0,0,1.0
book,9,35,12,0.0,30.810000000000002,2.0,0.0,0.0,0.0,2.57,0,0.0,0.0,0,0.34
bowen,2,13,4,0.0,3.53,0.0,0.0,0.0,0.0,0.88,0,0,0.0,0,0.31
put,2,26,5,0.0,52.81,2.0,0.0,0.0,0.0,10.56,0,0.0,0.0,0,0.19
myself,1,23,3,0.0,22.88,2.0,0.0,0.0,0.0,7.63,0,0.0,0.0,0,0.13
llc,4,42,6,0.0,35.08,2.0,0.0,0.0,0.0,5.85,0,0.0,0.0,0,0.14
cajun,1,2,2,0.0,4.86,0.0,0.0,0.0,0.0,2.43,0,0,0.0,0,1.0
calculate,4,10,5,0.0,20.419999999999998,0.0,0.0,0.0,0.0,4.08,0,0,0.0,0,0.5
telling,1,53,2,0.0,7.949999999999999,0.0,0.0,0.0,0.0,3.97,0,0,0.0,0,0.04
lender,1,53,2,0.0,7.949999999999999,0.0,0.0,0.0,0.0,3.97,0,0,0.0,0,0.04
locally,1,1,1,0.0,6.03,1.0,0.0,0.0,0.0,6.03,0,0.0,0.0,0,1.0
busan,1,10,1,0.0,1.28,0.0,0.0,0.0,0.0,1.28,0,0,0.0,0,0.1
una,1,1,1,0.0,0.53,0.0,0.0,0.0,0.0,0.53,0,0,0.0,0,1.0
busco,1,1,1,0.0,0.53,0.0,0.0,0.0,0.0,0.53,0,0,0.0,0,1.0
bushwick,1,8,2,0.0,4.62,0.0,0.0,0.0,0.0,2.31,0,0,0.0,0,0.25
building,2,6,2,0.0,4.73,0.0,0.0,0.0,0.0,2.37,0,0,0.0,0,0.33
cabarete,1,1,1,0.0,0.94,0.0,0.0,0.0,0.0,0.94,0,0,0.0,0,1.0
byowner,1,2,1,0.0,1.83,0.0,0.0,0.0,0.0,1.83,0,0,0.0,0,0.5
buyowner,1,4,1,0.0,1.92,0.0,0.0,0.0,0.0,1.92,0,0,0.0,0,0.25
while,1,5,1,0.0,2.26,0.0,0.0,0.0,0.0,2.26,0,0,0.0,0,0.2
chain,1,2,1,0.0,1.14,0.0,2.0,0.0,0.0,1.14,0,0,0.0,0.0,0.5
bluepillow,1,1,1,0.0,2.44,0.0,0.0,0.0,0.0,2.44,0,0,0.0,0,1.0
bnbair,1,1,1,0.0,1.37,0.0,0.0,0.0,0.0,1.37,0,0,0.0,0,1.0
boarding,8,84,18,0.0,19.110000000000003,2.0,0.0,0.0,0.0,1.06,0,0.0,0.0,0,0.21
pillow,1,1,2,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0,0,0.0,0,2.0
bluegrass,1,5,1,0.0,1.15,0.0,0.0,0.0,0.0,1.15,0,0,0.0,0,0.2
flexible,8,38,13,0.0,18.6,0.0,0.0,0.0,0.0,1.43,0,0,0.0,0,0.34
pointe,2,29,9,0.0,11.56,0.0,0.0,0.0,0.0,1.28,0,0,0.0,0,0.31
bewelcome,1,22,1,0.0,3.14,0.0,1.0,0.0,1.0,3.14,0,0,0.0,0.0,0.05
bgc,1,5,1,0.0,0.92,0.0,0.0,0.0,0.0,0.92,0,0,0.0,0,0.2
pocket,1,1,1,0.0,0.69,0.0,0.0,0.0,0.0,0.69,0,0,0.0,0,1.0
bigger,1,1,1,0.0,0.69,0.0,0.0,0.0,0.0,0.69,0,0,0.0,0,1.0
faeth,1,1,1,0.0,0.22,0.0,0.0,0.0,0.0,0.22,0,0,0.0,0,1.0
biweekly,1,2,1,0.0,1.68,0.0,0.0,0.0,0.0,1.68,0,0,0.0,0,0.5
blu,2,159,11,0.0,24.89,0.0,14.5,5.47,5.23,2.26,0,0,0.0,0.0,0.07
big,1,1,1,0.0,0.72,0.0,0.0,0.0,0.0,0.72,0,0,0.0,0,1.0
sur,1,1,1,0.0,0.72,0.0,0.0,0.0,0.0,0.72,0,0,0.0,0,1.0
airbub,1,2,1,0.0,1.43,0.0,0.0,0.0,0.0,1.43,0,0,0.0,0,0.5
airdna,1,9,1,0.0,1.33,1.0,0.0,0.0,0.0,1.33,0,0.0,0.0,0,0.11
aiŕ,1,4,1,0.0,1.88,1.0,0.0,0.0,0.0,1.88,0,0.0,0.0,0,0.25
aka,1,1,1,0.0,3.37,0.0,0.0,0.0,0.0,3.37,0,0,0.0,0,1.0
akumal,1,5,1,0.0,1.39,0.0,0.0,0.0,0.0,1.39,0,0,0.0,0,0.2
inclusive,3,7,3,0.0,1.53,0.0,0.0,0.0,0.0,0.51,0,0,0.0,0,0.43
allure,1,1,1,0.0,0.94,0.0,0.0,0.0,0.0,0.94,0,0,0.0,0,1.0
almeria,1,1,1,0.0,0.94,0.0,0.0,0.0,0.0,0.94,0,0,0.0,0,1.0
alojamiento,1,1,1,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0,0,0.0,0,1.0
alcove,1,2,1,0.0,0.78,0.0,0.0,0.0,0.0,0.78,0,0,0.0,0,0.5
alii,1,3,1,0.0,0.85,0.0,0.0,0.0,0.0,0.85,0,0,0.0,0,0.33
lani,1,3,1,0.0,0.85,0.0,0.0,0.0,0.0,0.85,0,0,0.0,0,0.33
westheimer,1,2,1,0.0,0.88,0.0,0.0,0.0,0.0,0.88,0,0,0.0,0,0.5
états,1,2,1,0.0,1.16,0.0,0.0,0.0,0.0,1.16,0,0,0.0,0,0.5
unis,1,2,1,0.0,1.16,0.0,0.0,0.0,0.0,1.16,0,0,0.0,0,0.5
apartaestudio,2,3,2,0.0,2.67,0.0,0.0,0.0,0.0,1.33,0,0,0.0,0,0.67
barranquilla,4,25,8,0.0,14.4,0.0,0.0,0.0,0.0,1.8,0,0,0.0,0,0.32
bucaramanga,1,1,1,0.0,1.56,0.0,0.0,0.0,0.0,1.56,0,0,0.0,0,1.0
medellín,3,7,3,0.0,11.37,0.0,0.0,0.0,0.0,3.79,0,0,0.0,0,0.43
ibague,1,1,1,0.0,3.3,0.0,0.0,0.0,0.0,3.3,0,0,0.0,0,1.0
romana,1,1,1,0.0,1.8,0.0,0.0,0.0,0.0,1.8,0,0,0.0,0,1.0
bogotá,1,10,5,0.0,7.4,0.0,0.0,0.0,0.0,1.48,0,0,0.0,0,0.5
norte,1,2,1,0.0,1.77,0.0,0.0,0.0,0.0,1.77,0,0,0.0,0,0.5
floridablanca,1,2,1,0.0,0.26,0.0,0.0,0.0,0.0,0.26,0,0,0.0,0,0.5
anyplace,3,32,3,0.0,6.67,0.0,0.0,0.0,0.0,2.22,0,0,0.0,0,0.09
chica,1,1,1,0.0,1.73,0.0,0.0,0.0,0.0,1.73,0,0,0.0,0,1.0
aluguel,1,1,1,0.0,0.78,0.0,0.0,0.0,0.0,0.78,0,0,0.0,0,1.0
amalfi,2,10,4,0.0,3.66,0.0,0.0,0.0,0.0,0.92,0,0,0.0,0,0.4
amazing,1,3,1,0.0,0.34,0.0,0.0,0.0,0.0,0.34,0,0,0.0,0,0.33
american,2,8,4,0.0,11.28,0.0,0.0,0.0,0.0,2.82,0,0,0.0,0,0.5
amli,1,4,1,0.0,2.98,0.0,0.0,0.0,0.0,2.98,0,0,0.0,0,0.25
amn,3,47,7,0.0,28.259999999999998,0.0,0.0,0.0,0.0,4.04,0,0,0.0,0,0.15
already,1,3,1,0.0,0.87,0.0,0.0,0.0,0.0,0.87,0,0,0.0,0,0.33
lanaudière,1,1,1,0.0,0.7,0.0,0.0,0.0,0.0,0.7,0,0,0.0,0,1.0
animaux,1,1,1,0.0,0.7,0.0,0.0,0.0,0.0,0.7,0,0,0.0,0,1.0
angies,1,13,4,0.0,28.200000000000003,0.0,0.0,0.0,0.0,7.05,0,0,0.0,0,0.31
anb,1,12,2,0.0,8.07,0.0,0.0,0.0,0.0,4.04,0,0,0.0,0,0.17
anders,1,2,1,0.0,0.78,0.0,0.0,0.0,0.0,0.78,0,0,0.0,0,0.5
passport,1,2,1,0.0,0.66,0.0,0.0,0.0,0.0,0.66,0,0,0.0,0,0.5
send,1,2,1,0.0,0.66,0.0,0.0,0.0,0.0,0.66,0,0,0.0,0,0.5
pump,3,4,3,0.0,12.59,0.0,0.0,0.0,0.0,4.2,0,0,0.0,0,0.75
ut,1,1,1,0.0,1.9,1.0,0.0,0.0,0.0,1.9,0,0.0,0.0,0,1.0
roy,1,1,1,0.0,2.06,1.0,0.0,0.0,0.0,2.06,0,0.0,0.0,0,1.0
kunj,1,1,1,0.0,0.81,0.0,0.0,0.0,0.0,0.81,0,0,0.0,0,1.0
vasant,1,1,1,0.0,0.81,0.0,0.0,0.0,0.0,0.81,0,0,0.0,0,1.0
style,2,3,2,0.0,3.04,0.0,0.0,0.0,0.0,1.52,0,0,0.0,0,0.67
substitute,1,3,1,0.0,1.55,1.0,0.0,0.0,0.0,1.55,0,0.0,0.0,0,0.33
stl,1,3,1,0.0,1.12,0.0,0.0,0.0,0.0,1.12,0,0,0.0,0,0.33
peter,1,4,2,0.0,1.57,0.0,0.0,0.0,0.0,0.79,0,0,0.0,0,0.5
tajikistan,1,1,1,0.0,1.17,0.0,0.0,0.0,0.0,1.17,0,0,0.0,0,1.0
michoacan,1,1,1,0.0,1.65,0.0,0.0,0.0,0.0,1.65,0,0,0.0,0,1.0
morelia,1,1,1,0.0,1.65,0.0,0.0,0.0,0.0,1.65,0,0,0.0,0,1.0
jerusalem,2,10,2,0.0,1.67,0.0,0.0,0.0,0.0,0.83,0,0,0.0,0,0.2
sweden,1,1,1,0.0,0.85,0.0,0.0,0.0,0.0,0.85,0,0,0.0,0,1.0
malmö,1,1,1,0.0,0.85,0.0,0.0,0.0,0.0,0.85,0,0,0.0,0,1.0
svg,1,2,1,0.0,0.85,0.0,0.0,0.0,0.0,0.85,0,0,0.0,0,0.5
cash,1,5,1,0.0,1.15,0.0,0.0,0.0,0.0,1.15,0,0,0.0,0,0.2
longueuil,1,1,2,0.0,2.7,0.0,0.0,0.0,0.0,1.35,0,0,0.0,0,2.0
grundy,1,1,1,0.0,0.64,0.0,0.0,0.0,0.0,0.64,0,0,0.0,0,1.0
sinai,2,2,2,0.0,3.13,0.0,0.0,0.0,0.0,1.56,0,0,0.0,0,1.0
cedar,2,2,2,0.0,3.13,0.0,0.0,0.0,0.0,1.56,0,0,0.0,0,1.0
queen,1,1,1,0.0,0.69,0.0,0.0,0.0,0.0,0.69,0,0,0.0,0,1.0
anne,1,1,1,0.0,0.69,0.0,0.0,0.0,0.0,0.69,0,0,0.0,0,1.0
locating,1,30,1,0.0,1.04,0.0,0.0,0.0,0.0,1.04,0,0,0.0,0,0.03
